Paris_AN_JJ_inventaire_Gascogne.xml_Register;Paris_AN_JJ_inventaire_Gascogne.xml_Act_number;Paris_AN_JJ_inventaire_Gascogne.xml_Head;Paris_AN_JJ_inventaire_Gascogne.xml_Locus;Paris_AN_JJ_inventaire_Gascogne.xml_File
JJ264;270;2125;fol153v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ264;273;2126;154v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ264;282;2127;160;Paris_AN_JJ_inventaire_Gascogne.xml
JJ264;292;2128;166v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ264;342;2129;191v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ264;365;2130;202v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ264;382;2131;209v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ264;415;2132;223v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ264;419;2133;225v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ264;435;2134;232v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ264;485;2135;259v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ264;513;2136;272;Paris_AN_JJ_inventaire_Gascogne.xml
JJ264;517;2137;274;Paris_AN_JJ_inventaire_Gascogne.xml
JJ264;531;2138;282;Paris_AN_JJ_inventaire_Gascogne.xml
JJ264;542;2139;288v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ264;609;2140;317v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ264;616;2141;321;Paris_AN_JJ_inventaire_Gascogne.xml
JJ264;656;2142;339;Paris_AN_JJ_inventaire_Gascogne.xml
JJ265;28;2143;13v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ265;100;2144;50v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ265;101;2145;51v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ265;125;2146;61;Paris_AN_JJ_inventaire_Gascogne.xml
JJ265;159;2147;77v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ265;163;2148;79;Paris_AN_JJ_inventaire_Gascogne.xml
JJ265;166;2149;81;Paris_AN_JJ_inventaire_Gascogne.xml
JJ265;187;2150;92v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ265;212;2151;103;Paris_AN_JJ_inventaire_Gascogne.xml
JJ265;218;2152;105v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ265;223;2153;108;Paris_AN_JJ_inventaire_Gascogne.xml
JJ265;238;2154;114v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ265;247;2155;117v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ265;251;2156;119;Paris_AN_JJ_inventaire_Gascogne.xml
JJ265;285;2157;133;Paris_AN_JJ_inventaire_Gascogne.xml
JJ265;305;2158;142;Paris_AN_JJ_inventaire_Gascogne.xml
JJ265;317;2159;147;Paris_AN_JJ_inventaire_Gascogne.xml
JJ265;334;2160;154v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ265;336;2161;156;Paris_AN_JJ_inventaire_Gascogne.xml
JJ265;348;2162;161;Paris_AN_JJ_inventaire_Gascogne.xml
JJ265;396;2163;184v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ265;411;2164;193;Paris_AN_JJ_inventaire_Gascogne.xml
JJ266;16;2165;7;Paris_AN_JJ_inventaire_Gascogne.xml
JJ266;24;2166;10v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ266;28;2167;13v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ266;130;2168;64v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ266;132;2169;66v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ266;235;2170;121;Paris_AN_JJ_inventaire_Gascogne.xml
JJ266;242;2171;124v;Paris_AN_JJ_inventaire_Gascogne.xml
