Paris_AN_JJ_inventaire_Gascogne.xml_Register;Paris_AN_JJ_inventaire_Gascogne.xml_Act_number;Paris_AN_JJ_inventaire_Gascogne.xml_Head;Paris_AN_JJ_inventaire_Gascogne.xml_Locus;Paris_AN_JJ_inventaire_Gascogne.xml_File
JJ76;230;706;142;Paris_AN_JJ_inventaire_Gascogne.xml
JJ76;232;707;142v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ76;237;708;144v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ76;238;709;145;Paris_AN_JJ_inventaire_Gascogne.xml
JJ76;239;710;145v;Paris_AN_JJ_inventaire_Gascogne.xml
;;711;;Paris_AN_JJ_inventaire_Gascogne.xml
JJ76;270;712;161;Paris_AN_JJ_inventaire_Gascogne.xml
JJ76;299;713;181;Paris_AN_JJ_inventaire_Gascogne.xml
JJ76;340;714;205;Paris_AN_JJ_inventaire_Gascogne.xml
JJ76;341;715;205v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ76;342;716;206-208v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ77;5;717;3v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ77;36;718;23v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ77;24;719;15v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ77;61;720;33v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ77;73;721;38v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ77;76;722;42;Paris_AN_JJ_inventaire_Gascogne.xml
JJ77;78;723;44;Paris_AN_JJ_inventaire_Gascogne.xml
JJ77;90;724;48v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ77;223;725;124v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ77;263;726;153-161v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ77;264;727;162-164;Paris_AN_JJ_inventaire_Gascogne.xml
JJ77;300;728;185;Paris_AN_JJ_inventaire_Gascogne.xml
JJ77;335;728;207;Paris_AN_JJ_inventaire_Gascogne.xml
JJ77;310;729;190;Paris_AN_JJ_inventaire_Gascogne.xml
JJ77;312;730;191v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ77;316;731;195-197v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ77;379;732;226-230;Paris_AN_JJ_inventaire_Gascogne.xml
JJ77;380;733;230;Paris_AN_JJ_inventaire_Gascogne.xml
JJ77;399;734;246v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ77;404;735;248;Paris_AN_JJ_inventaire_Gascogne.xml
JJ77;429;736;261v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ77;430;737;262;Paris_AN_JJ_inventaire_Gascogne.xml
JJ77;431;738;262vo-265;Paris_AN_JJ_inventaire_Gascogne.xml
JJ77;443;739;273v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ78;48;740;27;Paris_AN_JJ_inventaire_Gascogne.xml
JJ78;84;741;38v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ78;90;742;41;Paris_AN_JJ_inventaire_Gascogne.xml
JJ78;92;743;43;Paris_AN_JJ_inventaire_Gascogne.xml
JJ78;156;744;76;Paris_AN_JJ_inventaire_Gascogne.xml
JJ79B;40;745;30v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ80;51;746;30v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ80;54;747;31;Paris_AN_JJ_inventaire_Gascogne.xml
JJ80;59;748;33;Paris_AN_JJ_inventaire_Gascogne.xml
JJ80;60;749;33v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ80;98;750;52v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ80;99;751;53;Paris_AN_JJ_inventaire_Gascogne.xml
JJ80;103;752;fol55v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ80;132;753;66v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ80;156;754A;83-91;Paris_AN_JJ_inventaire_Gascogne.xml
JJ80;157;754B;91v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ80;158;754C;93v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ80;159;754D;95-100;Paris_AN_JJ_inventaire_Gascogne.xml
JJ80;160;754E;100-106;Paris_AN_JJ_inventaire_Gascogne.xml
JJ80;169;754F;121-130v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ80;184;754G;145;Paris_AN_JJ_inventaire_Gascogne.xml
JJ80;231;755;176;Paris_AN_JJ_inventaire_Gascogne.xml
JJ80;231;756;176;Paris_AN_JJ_inventaire_Gascogne.xml
JJ80;232;757;176;Paris_AN_JJ_inventaire_Gascogne.xml
JJ80;255;758;185;Paris_AN_JJ_inventaire_Gascogne.xml
JJ90;264;759;189v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ80;269;760;191;Paris_AN_JJ_inventaire_Gascogne.xml
JJ80;276;761;193v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ80;277;762;194;Paris_AN_JJ_inventaire_Gascogne.xml
JJ80;282;763;197;Paris_AN_JJ_inventaire_Gascogne.xml
JJ80;286;764;199v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ80;307;765;221vo-224;Paris_AN_JJ_inventaire_Gascogne.xml
JJ80;383;766;277;Paris_AN_JJ_inventaire_Gascogne.xml
JJ80;391;767;280v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ80;501;768A;383;Paris_AN_JJ_inventaire_Gascogne.xml
JJ80;602;768B;383v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ80;603;768C;383v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ80;628;768D;395;Paris_AN_JJ_inventaire_Gascogne.xml
JJ80;629;768E;395;Paris_AN_JJ_inventaire_Gascogne.xml
JJ80;630;768F;396;Paris_AN_JJ_inventaire_Gascogne.xml
JJ80;633;769;397;Paris_AN_JJ_inventaire_Gascogne.xml
JJ80;662;770;408;Paris_AN_JJ_inventaire_Gascogne.xml
JJ80;732;771;439v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ80;754;772;455;Paris_AN_JJ_inventaire_Gascogne.xml
JJ80;771;772bis;462vo;Paris_AN_JJ_inventaire_Gascogne.xml
JJ81;132;773;93v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ81;150;774;85vo;Paris_AN_JJ_inventaire_Gascogne.xml
JJ81;231;775;123v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ81;232;776;123v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ81;234;777;124;Paris_AN_JJ_inventaire_Gascogne.xml
JJ81;240;777;128;Paris_AN_JJ_inventaire_Gascogne.xml
JJ81;243;778;128v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ81;366;779;180v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ81;378;780;186;Paris_AN_JJ_inventaire_Gascogne.xml
JJ81;486;781;239-241v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ81;511;782;255;Paris_AN_JJ_inventaire_Gascogne.xml
JJ81;514;783;256;Paris_AN_JJ_inventaire_Gascogne.xml
JJ81;521;784;259v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ81;530;785;263-266v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ81;585;786;301;Paris_AN_JJ_inventaire_Gascogne.xml
JJ81;739;787;80vo;Paris_AN_JJ_inventaire_Gascogne.xml
JJ81;759;788;401v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ81;768;789;405v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ81;771;790;406;Paris_AN_JJ_inventaire_Gascogne.xml
JJ81;694(9);791;358;Paris_AN_JJ_inventaire_Gascogne.xml
JJ81;774;792;409v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ81;813;793;431vo;Paris_AN_JJ_inventaire_Gascogne.xml
JJ82;161;794;106v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ82;225;795;158v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ82;314;795bis;210;Paris_AN_JJ_inventaire_Gascogne.xml
JJ82;316;796;211vo213v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ82;339;797;232;Paris_AN_JJ_inventaire_Gascogne.xml
JJ82;369;798;loi249v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ82;370;799;250;Paris_AN_JJ_inventaire_Gascogne.xml
JJ82;380;800;254v;Paris_AN_JJ_inventaire_Gascogne.xml
;;801;351v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ82;579;802;375;Paris_AN_JJ_inventaire_Gascogne.xml
JJ82;581;803;375;Paris_AN_JJ_inventaire_Gascogne.xml
JJ82;588;804;378v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ82;597;805;382v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ82;600;806;385;Paris_AN_JJ_inventaire_Gascogne.xml
JJ82;601;807;385vo;Paris_AN_JJ_inventaire_Gascogne.xml
JJ82;638;808;404;Paris_AN_JJ_inventaire_Gascogne.xml
JJ82;661;809;411v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ82;662;810;412;Paris_AN_JJ_inventaire_Gascogne.xml
JJ84;24;811;19;Paris_AN_JJ_inventaire_Gascogne.xml
JJ84;92;812;59;Paris_AN_JJ_inventaire_Gascogne.xml
JJ84;147;813;88;Paris_AN_JJ_inventaire_Gascogne.xml
JJ84;335;814;173;Paris_AN_JJ_inventaire_Gascogne.xml
JJ84;569;815;294v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ84;611;816;309vo-311;Paris_AN_JJ_inventaire_Gascogne.xml
JJ84;771;817;383;Paris_AN_JJ_inventaire_Gascogne.xml
JJ86;50;818;21;Paris_AN_JJ_inventaire_Gascogne.xml
JJ86;528;819;190v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ86;529;820;191v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ89;31;821;foi15;Paris_AN_JJ_inventaire_Gascogne.xml
JJ89;94;822;40v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ89;305;823;128v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ89;624;824;288;Paris_AN_JJ_inventaire_Gascogne.xml
JJ91;200;825;127;Paris_AN_JJ_inventaire_Gascogne.xml
JJ91;207;826;103v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ91;256;827;130;Paris_AN_JJ_inventaire_Gascogne.xml
JJ91;306;828;157v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ91;318;829;163vo-165vo;Paris_AN_JJ_inventaire_Gascogne.xml
JJ91;361;830;188;Paris_AN_JJ_inventaire_Gascogne.xml
JJ93;94;831;42;Paris_AN_JJ_inventaire_Gascogne.xml
JJ93;145;832;60;Paris_AN_JJ_inventaire_Gascogne.xml
JJ93;182;833;74;Paris_AN_JJ_inventaire_Gascogne.xml
JJ95;142;834;55v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ97;57;835;23v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ97;456;836;117;Paris_AN_JJ_inventaire_Gascogne.xml
JJ97;457;837;117;Paris_AN_JJ_inventaire_Gascogne.xml
JJ97;490;838;127v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ98;407;839;132v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ98;469;840;148v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ98;558;841;172;Paris_AN_JJ_inventaire_Gascogne.xml
JJ98;568;842;175v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ98;695;843;206v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ98;720;844;213;Paris_AN_JJ_inventaire_Gascogne.xml
JJ99;53;845;19v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ99;69;846;24;Paris_AN_JJ_inventaire_Gascogne.xml
JJ99;96;847;31v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ99;97;848;31v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ99;244;849;85v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ99;345;850;113v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ99;515;851;162v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ100;64;852A;25v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ100;66;852B;26;Paris_AN_JJ_inventaire_Gascogne.xml
JJ100;179;852C;52v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ100;181;852D;53;Paris_AN_JJ_inventaire_Gascogne.xml
JJ100;182;852E;53;Paris_AN_JJ_inventaire_Gascogne.xml
JJ100;375;853;118v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ100;508;854;156v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ100;509;855;157;Paris_AN_JJ_inventaire_Gascogne.xml
JJ100;575;856;175;Paris_AN_JJ_inventaire_Gascogne.xml
JJ100;611;857;183;Paris_AN_JJ_inventaire_Gascogne.xml
JJ100;645;858;191;Paris_AN_JJ_inventaire_Gascogne.xml
JJ100;670;859;198;Paris_AN_JJ_inventaire_Gascogne.xml
JJ100;693;860;205v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ100;697;861;207;Paris_AN_JJ_inventaire_Gascogne.xml
JJ100;708;862;210;Paris_AN_JJ_inventaire_Gascogne.xml
JJ100;741;863A;219;Paris_AN_JJ_inventaire_Gascogne.xml
JJ100;744;863B;220;Paris_AN_JJ_inventaire_Gascogne.xml
JJ100;784;864;232v-233v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ100;793;865;236;Paris_AN_JJ_inventaire_Gascogne.xml
JJ100;888;866;262;Paris_AN_JJ_inventaire_Gascogne.xml
JJ100;889;867;262;Paris_AN_JJ_inventaire_Gascogne.xml
JJ102;90;868;33v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ102;103;869;38v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ102;128;870;46v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ102;137;871;49v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ102;154;872;56v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ102;175;873;62;Paris_AN_JJ_inventaire_Gascogne.xml
JJ102;213;874;72;Paris_AN_JJ_inventaire_Gascogne.xml
JJ102;226;875;77;Paris_AN_JJ_inventaire_Gascogne.xml
JJ102;238;876;80;Paris_AN_JJ_inventaire_Gascogne.xml
JJ102;243;877;81;Paris_AN_JJ_inventaire_Gascogne.xml
JJ102;257;878;85;Paris_AN_JJ_inventaire_Gascogne.xml
JJ102;262;879;87;Paris_AN_JJ_inventaire_Gascogne.xml
JJ102;275;880;91;Paris_AN_JJ_inventaire_Gascogne.xml
JJ102;280;881;92;Paris_AN_JJ_inventaire_Gascogne.xml
JJ102;288;882;93;Paris_AN_JJ_inventaire_Gascogne.xml
JJ102;289;883;93;Paris_AN_JJ_inventaire_Gascogne.xml
JJ102;301;884;97;Paris_AN_JJ_inventaire_Gascogne.xml
JJ102;303;885;98;Paris_AN_JJ_inventaire_Gascogne.xml
JJ102;325;886;105v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ102;333;887;107;Paris_AN_JJ_inventaire_Gascogne.xml
JJ102;340;888;110;Paris_AN_JJ_inventaire_Gascogne.xml
JJ102;341;889;110v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ103;15;890;10v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ103;28;891;16v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ103;29;892;16v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ103;30;893;17;Paris_AN_JJ_inventaire_Gascogne.xml
JJ103;31;894;18;Paris_AN_JJ_inventaire_Gascogne.xml
JJ103;77;895;38;Paris_AN_JJ_inventaire_Gascogne.xml
JJ103;140;896;76v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ103;148;897;79vo;Paris_AN_JJ_inventaire_Gascogne.xml
JJ103;192;898;100v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ103;256;899A;129v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ103;262;899B;132v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ103;263;899C;133;Paris_AN_JJ_inventaire_Gascogne.xml
JJ103;265;899D;133;Paris_AN_JJ_inventaire_Gascogne.xml
JJ103;133;899E;264;Paris_AN_JJ_inventaire_Gascogne.xml
JJ104;sansn°;899F;48;Paris_AN_JJ_inventaire_Gascogne.xml
JJ104;107;900;53;Paris_AN_JJ_inventaire_Gascogne.xml
JJ105;55;901;37v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ105;67;902;43;Paris_AN_JJ_inventaire_Gascogne.xml
JJ105;62;903;46;Paris_AN_JJ_inventaire_Gascogne.xml
JJ105;63;904;47;Paris_AN_JJ_inventaire_Gascogne.xml
JJ105;77;905;51;Paris_AN_JJ_inventaire_Gascogne.xml
JJ106;379;906;197;Paris_AN_JJ_inventaire_Gascogne.xml
JJ106;391;907;202;Paris_AN_JJ_inventaire_Gascogne.xml
JJ107;16;908;12;Paris_AN_JJ_inventaire_Gascogne.xml
JJ107;18;909;12v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ107;62;910;28v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ107;134;911;60;Paris_AN_JJ_inventaire_Gascogne.xml
JJ107;207;912;97;Paris_AN_JJ_inventaire_Gascogne.xml
JJ108;116;913;70;Paris_AN_JJ_inventaire_Gascogne.xml
JJ108;293;914;165;Paris_AN_JJ_inventaire_Gascogne.xml
JJ110;382;915;166;Paris_AN_JJ_inventaire_Gascogne.xml
JJ110;95;916;54v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ111;143;917;75;Paris_AN_JJ_inventaire_Gascogne.xml
JJ111;230;918;118;Paris_AN_JJ_inventaire_Gascogne.xml
JJ111;248;919;126;Paris_AN_JJ_inventaire_Gascogne.xml
JJ111;264;920;134v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ111;267;921;135v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ112;248;922;136;Paris_AN_JJ_inventaire_Gascogne.xml
JJ112;249;923;136v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ112;254;924;139v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ113;18;925;11v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ113;182bis;926;83;Paris_AN_JJ_inventaire_Gascogne.xml
JJ115;79;927;36;Paris_AN_JJ_inventaire_Gascogne.xml
JJ115;81;928;36vo;Paris_AN_JJ_inventaire_Gascogne.xml
JJ117;144;929;97;Paris_AN_JJ_inventaire_Gascogne.xml
JJ118;104;930;55v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ118;365;931;198;Paris_AN_JJ_inventaire_Gascogne.xml
JJ118;411;932;218;Paris_AN_JJ_inventaire_Gascogne.xml
JJ118;431;933;228;Paris_AN_JJ_inventaire_Gascogne.xml
JJ118;479;934;261;Paris_AN_JJ_inventaire_Gascogne.xml
JJ120;fol71;935;42v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ120;155;936;78v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ120;295;937;145v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ121;64;938;39v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ122;285;939;140v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ123;139;940;74;Paris_AN_JJ_inventaire_Gascogne.xml
JJ124;101;941;61v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ125;249;942;139v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ130;8;943;5v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ130;68;944;38;Paris_AN_JJ_inventaire_Gascogne.xml
JJ130;87;945;49v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ130;88;946;49v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ130;89;947;49v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ130;90;948;50;Paris_AN_JJ_inventaire_Gascogne.xml
JJ130;103;949;57v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ130;104;950;57v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ130;107;951;59;Paris_AN_JJ_inventaire_Gascogne.xml
JJ130;171;952;93;Paris_AN_JJ_inventaire_Gascogne.xml
JJ130;172;953;93v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ130;201;954;109v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ131;135;955;82v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ131;180;956;114v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ132;147;957;79v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ133;41;958;22;Paris_AN_JJ_inventaire_Gascogne.xml
JJ135;158;959;87v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ135;267;960;143;Paris_AN_JJ_inventaire_Gascogne.xml
JJ135;312;961;169;Paris_AN_JJ_inventaire_Gascogne.xml
JJ136;46;962A;25v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ136;49bis;962B;28;Paris_AN_JJ_inventaire_Gascogne.xml
JJ136;86;962C;47v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ136;107;963;58;Paris_AN_JJ_inventaire_Gascogne.xml
JJ136;109;964;59;Paris_AN_JJ_inventaire_Gascogne.xml
JJ137;70;965;71;Paris_AN_JJ_inventaire_Gascogne.xml
JJ137;71;966;72v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ137;72;967;73;Paris_AN_JJ_inventaire_Gascogne.xml
JJ137;78;968;78v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ137;87;969;86v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ138;233;970;285;Paris_AN_JJ_inventaire_Gascogne.xml
JJ139;2;971;11;Paris_AN_JJ_inventaire_Gascogne.xml
JJ139;124;972A;141;Paris_AN_JJ_inventaire_Gascogne.xml
JJ139;125;972B;141v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ139;251;973;303;Paris_AN_JJ_inventaire_Gascogne.xml
JJ139;163;974;192;Paris_AN_JJ_inventaire_Gascogne.xml
JJ140;43;975;54;Paris_AN_JJ_inventaire_Gascogne.xml
JJ140;926;976;115;Paris_AN_JJ_inventaire_Gascogne.xml
JJ140;9214;977;118;Paris_AN_JJ_inventaire_Gascogne.xml
JJ140;9220;978;120;Paris_AN_JJ_inventaire_Gascogne.xml
JJ140;9224;979A;122;Paris_AN_JJ_inventaire_Gascogne.xml
JJ140;9225;979B;122;Paris_AN_JJ_inventaire_Gascogne.xml
JJ140;9226;979C;122;Paris_AN_JJ_inventaire_Gascogne.xml
JJ140;9227;979D;123;Paris_AN_JJ_inventaire_Gascogne.xml
JJ140;100;980;135;Paris_AN_JJ_inventaire_Gascogne.xml
JJ140;199;981;230;Paris_AN_JJ_inventaire_Gascogne.xml
JJ140;303;982;355;Paris_AN_JJ_inventaire_Gascogne.xml
JJ141;8;983;5v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ141;36;984;23;Paris_AN_JJ_inventaire_Gascogne.xml
JJ141;213bis;985;122;Paris_AN_JJ_inventaire_Gascogne.xml
JJ142;8;986;4v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ142;80;987;53;Paris_AN_JJ_inventaire_Gascogne.xml
JJ142;245;988;138v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ143;96;989;52v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ144;183;990;101;Paris_AN_JJ_inventaire_Gascogne.xml
JJ144;334;991;196v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ144;366;992;217;Paris_AN_JJ_inventaire_Gascogne.xml
JJ146;80;993;35;Paris_AN_JJ_inventaire_Gascogne.xml
JJ146;84;994;37;Paris_AN_JJ_inventaire_Gascogne.xml
JJ146;402;995;241v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ147;29;996;16;Paris_AN_JJ_inventaire_Gascogne.xml
JJ147;56;997;28v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ147;136;998;63;Paris_AN_JJ_inventaire_Gascogne.xml
JJ147;246;999;112v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ147;309;1000;140v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ148;51;1001;28v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ148;52;1002;29;Paris_AN_JJ_inventaire_Gascogne.xml
JJ148;144;1003;79v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ148;307;1004;158;Paris_AN_JJ_inventaire_Gascogne.xml
JJ148;202;1005;103v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ148;325;1006;166v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ149;150;1007;88;Paris_AN_JJ_inventaire_Gascogne.xml
JJ150;78;1008;41;Paris_AN_JJ_inventaire_Gascogne.xml
JJ150;147;1009;74v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ150;173;1010;85;Paris_AN_JJ_inventaire_Gascogne.xml
JJ150;192;1011;94;Paris_AN_JJ_inventaire_Gascogne.xml
JJ151;233;1012;114;Paris_AN_JJ_inventaire_Gascogne.xml
JJ151;291;1013;143;Paris_AN_JJ_inventaire_Gascogne.xml
JJ151;303;1014;149;Paris_AN_JJ_inventaire_Gascogne.xml
JJ152;18;1015;10;Paris_AN_JJ_inventaire_Gascogne.xml
JJ152;19;1016;10v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ152;25;1017;13;Paris_AN_JJ_inventaire_Gascogne.xml
JJ152;71;1018;41v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ152;92;1019;54;Paris_AN_JJ_inventaire_Gascogne.xml
JJ152;120;1020;68vo;Paris_AN_JJ_inventaire_Gascogne.xml
JJ152;224;1021;125v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ152;313;1022;173v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ152;338;1023;187v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ153;1;1024;1;Paris_AN_JJ_inventaire_Gascogne.xml
JJ153;2;1025;2;Paris_AN_JJ_inventaire_Gascogne.xml
JJ153;17;1026;8;Paris_AN_JJ_inventaire_Gascogne.xml
JJ153;187;1027;117v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ153;424;1028;285;Paris_AN_JJ_inventaire_Gascogne.xml
JJ154;49;1029;26v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ154;301;1030;184v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ154;407;1031;236;Paris_AN_JJ_inventaire_Gascogne.xml
JJ154;459;1032;264v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ154;587;1033;330v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ154;626;1034;354;Paris_AN_JJ_inventaire_Gascogne.xml
JJ154;661;1035;374;Paris_AN_JJ_inventaire_Gascogne.xml
JJ154;678;1036;384;Paris_AN_JJ_inventaire_Gascogne.xml
JJ155;31;1037;17;Paris_AN_JJ_inventaire_Gascogne.xml
JJ155;149;1038;86;Paris_AN_JJ_inventaire_Gascogne.xml
JJ155;284;1039;172v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ155;291;1040;177v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ155;359;1041;214v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ155;467;1042;282;Paris_AN_JJ_inventaire_Gascogne.xml
JJ156;260;1043;162;Paris_AN_JJ_inventaire_Gascogne.xml
JJ156;393;1044;239;Paris_AN_JJ_inventaire_Gascogne.xml
JJ156;445;1045;270;Paris_AN_JJ_inventaire_Gascogne.xml
JJ157;215;1046;135;Paris_AN_JJ_inventaire_Gascogne.xml
JJ157;410;1047;247;Paris_AN_JJ_inventaire_Gascogne.xml
JJ157;491;1048;293v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ158;128;1049;71v;Paris_AN_JJ_inventaire_Gascogne.xml
