Paris_AN_JJ_inventaire_JJ37-50.xml_Register;Paris_AN_JJ_inventaire_JJ37-50.xml_Act_number;Paris_AN_JJ_inventaire_JJ37-50.xml_Head;Paris_AN_JJ_inventaire_JJ37-50.xml_Locus;Paris_AN_JJ_inventaire_JJ37-50.xml_File
JJ41;81;606;52v-53;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;82;607;46r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;82;607;53r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;83;608;46v-48v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;83;608;53r-56;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;84;609;48v-50;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;84;609;56r-58v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;85;610;50v-51v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;85;610;58r-60v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;86;611;51v-52;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;86;611;60v-61;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;87;612;52r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;87;612;61r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;88;613;52r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;88;613;61r-61v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;88bis;614;52v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;89;614;61v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;89;615;52v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;90;615;61v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;90;616;52v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;91;616;62r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;91;617;52v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;92;617;62r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;92;618;53r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;93;618;62r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;93;619(cancellé);53r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;94;620;53r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;94;620;62r-62v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;95;621;53r-53v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;95;621;62v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;95bis;622;53v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;96;622;62v-63;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;96;623;53v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;97;623;63r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;97;624;54r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;98;624;63r-63v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;98;625;54r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;99;625;63v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;99;626;54r-54v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;100;626;63v-64;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;100;627;54v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;101;627;64r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;101;628;54v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;102;628;64r-64v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;sn;629(cancellé);54v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;102;630;54v-55;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;103;630;64v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;103;631;55r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;104;631;64v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;104;632;55r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;105;632;64v-65;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;105;633;55v-56;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;106;633;65r-66v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;106;634;56v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;107;634;66v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;107;635;56v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;108;635;66v-67;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;108;636;56v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;109;636;67r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;109;637;56v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;110;637;67r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;110;638;57r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;111;638;67r-67v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;111;639;57r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;112;639;67v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;112;640;57r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;113;640;67v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;113;641;57r-57v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;114;641;67v-68;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;114;642;57v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;115;642;68r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;115;643;57v-58;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;116;643;68r-68v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;116;644;58r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;117;644;68v-69;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;117;645;58r-59;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;118;645;69r-70;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;118;646;59r-61;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;119;646;70r-72v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;119;647;61r-61v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;120;647;73r-73v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;120;648;61v-62;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;121;648;73v-74v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;121;649;62v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;122;649;74v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;122;650;62v-64v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;123;650;74v-77;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;123;651;64v-65v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;124;651;77v-78v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;124;652;65v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;125;652;78v-79;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;125;653;65v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;126;653;79r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;126;654;66r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;127;654;79r-79v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;127;655;66r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;128;655;79v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;128;656;66r-66v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;129;656;79v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;129;657;66v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;130;657;80r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;130;658;66v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;131;658;80r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;131;659;66v-67;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;132;659;80r-80v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;132;660;67r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;133;660;80v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;133;661;67r-67v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;134;661;81r-81v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;134;662;67v-68v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;135;662;81v-82;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;135;663;68v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;136;663;82r-82v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;136;664;68v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;137;664;82v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;137;665;68v-69;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;138;665;82v-83;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;138;666;69r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;139;666;83v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;139;667;69r-69v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;140;667;83r-83v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;140;668;69v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;141;668;83v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;141;669;69v-70;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;142;669;83v-84v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;142;670;70r-71;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;143;670;84v-85v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;143;671;71r-71v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;144;671;85v-86;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;144;672;71v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;145;672;86r-86v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;145;673;71v-72;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;146;673;86v-87;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;146;674;72r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;147;674;87r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;147;675;72v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;148;675;87v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;148;676;72v-73;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;149;676;87v-88;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;149;677;73r-74;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;150;677;88r-89v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;150;678;74r-75;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;151;678;89v-90v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;151;679;75r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;152;679;90v-91;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;152;680;75r-75v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;153;680;91r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;153;681;75v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;154;681;91r-91v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;154;682;75v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;155;682;91v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;155;683;76r-76v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;156;683;91r-92v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;156;684;76v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;157;684;92v-93;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;157;685;77r-77v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;158;685;93r-94;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;158;686;77v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;159;686;94r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;159;687;77v-78;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;160;687;94r-94v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;160;688;78r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;161;688;94v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;161;689;78r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;162;689;94v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;162;690;78r-79;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;163;690;94v-95v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;163;691;79r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;164;691;95v-96;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;164;692;79r-79v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;165;692;96r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;165;693;79v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;166;693;96r-96v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;166;694;79v-80;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;167;694;96v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;167;695;80r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;168;695;96v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;168;696;80r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;169;696;97r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;169;697;80v-81v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;170;697;97r-98v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;170;698;81v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;171;698;98v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;171;699;82r-82v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;172;699;98r-99v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;172;700;82v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;173;700;99v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;173;701;83r-83v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;174;701;99v-100v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;174;702;83v-84;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;175;702;100v-101;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;175;703;84r-84v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;176;703;101r-101v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;176;704;84v-85;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;177;704;101v-102;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;177;705;85r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;178;705;102r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;178;706;85r-85v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;179;706;102r-103;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;179;707;85v-87;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;180;707;103r-104v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;180;708;87r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;181;708;104v-105;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;181;709;87v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;182;709;105r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;182;710;87v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;183;710;105r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;183;711;87v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;184;711;105v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;184;712;88r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;185;712;105v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;185;713;88r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;186;713;105v-106;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;186;714;88r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;187;714;106r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;187;715;88r-89;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;188;715;106r-107;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;188;716;89r-89v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;189;716;107r-107v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;189;717;89v-90v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;190;717;107v-108v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;190;718;90r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;191;718;108v-109;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;191;719;91r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;192;719;109r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;192;720;91r-91v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;193;720;109r-109v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;193;721;91v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;194;721;109v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;193bis;722;91v-92;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;195;722;110r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;194;723;92r-92v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;196;723;110r-110v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;195;724;92v-93;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;197;724;110v-111;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;196;725;93r-93v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;198;725;111r-112;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;197;726;9v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;199;726;112r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;198;727;93v-94;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;200;727;112r-112v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;199;728;94r-94v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;201;728;112v-113;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;200;729;95r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;202;729;113r-113v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;201;730;95r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;203;730;113v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;202;731;95r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;204;731;113v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;203;732;95v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;205;732;113v-114;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;204;733;95v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;206;733;114r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;205;734;95v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;207;734;114r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;205bis;734bis;95v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;207bis;734bis;114r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42B;206;735;95v-96;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ41;208;735;114r-114v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;1;736;65r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;2;737;65r-66;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;3;738;66r-66v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;4;739;66v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;5;740;66v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;6;741;66v-67;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;7;742;67r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;8;743;67r-67v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;9;744;67v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;10;745;67v-68v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;11;746;68v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;12;747;68v-69;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;13;748;69r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;13bis;748bis;69v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;14;749;69v-70;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;15;750;70r-70v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;16;751;70v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;17;752;70v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;18;753;70v-71;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;19;754;71r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;20;755;7171v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;21;756;71v-72;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;22;757;72r-72v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;22bis;757bis;72v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;23;758;72v-73;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;24;759;73r-73v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;25;760;63v-64;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;26;761;74r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;27;762;74r-74v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;28;763;74v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;29;764;74v-75;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;30;765;75r-75v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;31;766;75v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;32;767;75v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;33;768;75v-76;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;34;769;76r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;35;770;76r-77;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;36;771;77r-77v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;37;772;77v-79;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;38;773;79r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;39;774;79r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;40;775;79r-79v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;41;776;79v-80v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;42;777;80v-81;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;43;778;81r-81v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;44;779;81v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;45;780;81v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;46;781;81v-82;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;47;782;82r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;48;783;82r-83;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;49;784;83v-84;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;50;785;84r-84v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;51;786;84v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;52;787;85r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;53;788;85v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;54;789;85v-86;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;55;790;86r-87v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;56;791;87v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;57;792;88r-89;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;58;793;89r-90;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;59;794;90r-90v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;60;795;90v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;61;796;90v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;62;797;90v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;63;798;91r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;63bis;799;91v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;63ter;800;91v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;63quater;801;91v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;635;802;91v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;636;803;91v-92;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;637;804;92r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;638;805;92r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;64;806;92r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;642;807;92r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;643;808;92r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;644;809;92r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;645;810;92v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;64bis;811;92v-93v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;64ter;811bis;94r-94v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;65;812;94v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;66;813;94r-v-95;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;67;814;95r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;68;815;95r-95v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;69;816;95v-96;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;70;817;96r-96v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;71;818;97r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;72;819;97r-97v;Paris_AN_JJ_inventaire_JJ37-50.xml
