Paris_AN_JJ_inventaire_JJ37-50.xml_Register;Paris_AN_JJ_inventaire_JJ37-50.xml_Act_number;Paris_AN_JJ_inventaire_JJ37-50.xml_Head;Paris_AN_JJ_inventaire_JJ37-50.xml_Locus;Paris_AN_JJ_inventaire_JJ37-50.xml_File
JJ48;137;1831;83r-83v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;138;1832;83v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;139;1833;83v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;140;1834;83v-84;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;141;1835;84r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;142;1836;84r-84v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;143;1837;84v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;144;1838;84v-85;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;145;1839;85r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;146;1840;85r-85v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;147;1841;85v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;148;1842;86r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;149;1843;86r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;150;1844;86r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;151;1845;86v-87;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;152;1846;87r-87v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;153;1847;87v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;154;1848;87v-88;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;155;1849;88r-88v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;156;1850;89r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;157;1851;89r-89v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;158;1852;89v-90;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;159;1853;90r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;160;1854;90r-91;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;161;1855;91v-92v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;162;1856;92v-93;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;163;1857;93r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;164;1858;93r-93v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;164bis;1858bis;93v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;165;1859;94r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;166;1860;94r-95v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;167;1861;95v-96;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;168;1862;96r-97;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;169;1863;97r-101;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;170;1864;101r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;171;1865;101v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;172;1866;101v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;173;1867;101v-102;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;174;1868;102v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;175;1869;102v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;176;1870;103r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;177;1871;103r-103v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;178;1872;103v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;179;1873;104r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;180;1874;104v-106;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;181;1875;106r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;182;1876;106r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;183;1877;106v-107v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;184;1878;107v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;185;1879;107v-108;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;186;1880;108r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;187;1881;108r-108v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;188;1882;108v-109;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;189;1883;109r-110;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;190;1884;110r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;191;1885;110r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;192;1886;110r-111;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;193;1887;111r-111v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;194;1888;112r-113v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;195;1889;114r-114v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;196;1890;115r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;197;1891;115r-116;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;198;1892;116r-117;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;199;1893;117r-117v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;200;1894;117v-118;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;201;1895;118r-120;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;202;1896;120r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;203;1897;120r-120v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;204;1898;120v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;205;1899;121r-123v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;206;1900;123v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;207;1901;123v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;208;1902;124r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;209;1903;124v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;210;1904;124v-125;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;211;1905;125r-126v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;212;1906;126v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;213;1907;126v-128;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;214;1908;128r-128v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;215;1909;128v-129;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;216;1910;129r-130;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;217;1911;130r-130v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;218;1912;130v-131;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;219;1913;131r-131v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;220;1914;131v-132;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;221;1915;132r-133;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;222;1916;133v-134;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;223;1917;134r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;224;1918;134r-135v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;225;1919;135v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;226;1920;136r-136v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;1;1921;1r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;2;1922;1r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;3;1923;1v-2v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;4;1924;2v-3;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;5;1925;3r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;6;1926;3r-3v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;7;1927;3v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;8;1928;3v-4;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;9;1929;4r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;10;1930;4r-4v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;11;1931;4v-5v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;12;1932;5v-6;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;13;1933;6r-7v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;14;1934;7v-8;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;15;1935;8r-9;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;16;1936;9r-9v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;17;1937;9v-10;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;18;1938;10r-11;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;19;1939;11r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;20;1940;11r-12v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;21;1941;12v-13v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;22;1942;13v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;23;1943;14r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;24;1944;14v-16v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;25;1945;16v-17v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;26;1946;17v-18;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;27;1947;18r-18v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;28;1948;18v-19v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;29;1949;19v-20;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;30;1950;20r-20v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;31;1951;20v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;32;1952;21r-21v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;33;1953;22r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;34;1954;22r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;35;1955;22r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;36;1956;22v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;37;1957;22v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;38;1958;23r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;39;1959;23r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;40;1960;23v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;41;1961;23v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;42;1962;23v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;43;1963;24r-24v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;44;1964;24v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;45;1965;24v-25;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;46;1966;25r-26v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;47;1967;26v-27;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;48;1968;27r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;49;1969;27r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;50;1970;27v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;51;1971;27v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;52;1972;27v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;53;1973;27v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;54;1974;27v-28;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;55;1975;28r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;56;1976;28r-28v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;57;1977;28v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;58;1978;29r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;59;1979;29r-29v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;60;1980;29v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;61;1981;29v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;62;1982;29v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;63;1983;30r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;64;1984;30v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;65;1985;30v-32;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;66;1986;32r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;67;1987;32v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;68;1988;32v-33;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;69;1989;33r-33v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;70;1990;33v-34;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;71;1991;34r-34v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;72;1992;34v-35;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;73;1993;35r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;74;1994;35r-36;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;75;1995;36r-36v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;76;1996;36v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;77;1997;36v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;78;1998;37r-37v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;79;1999;38r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;80;2000;38r-39;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;81;2001;39v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;82;2002;40r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;83;2003;40r-40v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;84;2004;40v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;85;2005;40v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;86;2006;41r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;87;2007;41r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;88;2008;41r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;88bis;2009;41r-41v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;89;2010;41v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;90;2011;41v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;91;2012;41v-42;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;92;2013;42r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;93;2014;42r-42v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;94;2015;42v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;95;2016;42v-43;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;96;2017;43r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;97;2018;43r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;98;2019;43v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;99;2020;43v-44;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;100;2021;44r-45;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;101;2022;45r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;102;2023;45r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;103;2024;45v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;104;2025;45v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;105;2026;46r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;106;2027;46r-46v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;107;2028;46v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;108;2029;46v-47;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;109;2030;47r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;110;2031;47r-47v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;111;2032;47v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;112;2033;47v-48;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;113;2034;48r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;114;2035;48r-48v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;115;2036;49r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;116;2037;49r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;117;2038;49v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;118;2039;49v-50v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;119;2040;50v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;120;2041;50v-51;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;121;2042;51r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;122;2043;51r-51v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;123;2044;51v-54;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;124;2045;54v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;125;2046;54v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;126;2047;54v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;127;2048;55r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;128;2049;55v-56;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;129;2050;56r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;130;2051;56r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;131;2052;56v-57;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;132;2053;57r-58;Paris_AN_JJ_inventaire_JJ37-50.xml
K38;7;2054;;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;133;2054;58r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;134;2055;58r-58v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;135;2056;58v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;136;2057;58v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;137;2058;59r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;138;2059;59r-59v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;139;2060;60r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;140;2061;60r-61;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;141;2062;61r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;142;2063;61r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;143;2064;61v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;144;2065;61v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;145;2066;61v-62v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;146;2067;62v-63;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;147;2068;63r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;148;2069;63r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;149;2070;63r-63v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;150;2071;63v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;151;2072;63v-64;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;152;2073;64r-64v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;153;2074;64v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;154;2075;64v-65;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;155;2076;65r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;156;2077;65r-65v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;157;2078;65v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;158;2079;66r-67;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;159;2080;67r-67v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;160;2081;67v-68v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;161;2082;68v-69;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;162;2083;69r-69v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;163;2084;69v-70;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;164;2085;70r-70v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;165;2086;70v-71;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;166;2087;71r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;167;2088;71r-71v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;168;2089;71v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;169;2090;72r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;170;2091;72r-72v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;171;2092;72v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;172;2093;73r-73v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;173;2094;73v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;174;2095;74r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;175;2096;74r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;176;2097;74r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;177;2098;74v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;178;2099;74v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;179;2100;75r-79;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;180;2101;79r-79v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;181;2102;79v-80;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;182;2103;80r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;183;2104;80r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;184;2105;80v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;185;2106;80v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;186;2107;80v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;187;2108;80v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;188;2109;81r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;189;2110;81r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;190;2111;81v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;191;2112;81v-82v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;192;2113;82v-83;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;193;2114;83r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;194;2115;83v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;195;2116;83v-84;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;196;2117;84r-84v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;197;2118;84v-85;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;198;2119;85r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;199;2120;85r-85v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;200;2121;85v-86;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;201;2122;86r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;202;2123;86r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;202bis;2124;86v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;203;2125;87r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;204;2126;87r-87v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;205;2127;87v-88;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;206;2128;88r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;207;2129;88r-88v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;208;2130;88v-89;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;209;2131;89r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;210;2132;89v-90;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;211;2133;90r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;212;2134;90v-91v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;213;2135;91v-92;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;214;2136;92r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;215;2137;92v-93;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;216;2138;93r-93v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;217;2139;93v-94v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;218;2140;94v-95;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;219;2141;95r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;220;2142;95r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;221;2143;95v-96v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;222;2144;96v-97;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;223;2145;97r-97v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;224;2146;97v-99;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;225;2147;99v-100;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;226;2148;100v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;227;2149;100v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;228;2150;100v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;229;2151;100v-102v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;230;2152;102v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;231;2153;102v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;232;2154;103r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;233;2155;103r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;234;2156;103r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;235;2157;103v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;236;2158;103v-104;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;237;2159;104r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;238;2160;104r-104v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;239;2161;104v-105;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;240;2162;105r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;241[1];2163;105v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;242;2164;106r-108;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;243;2165;108r-108v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;244;2166;108v-110;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;245;2167;110r-110v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;246;2168;110v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;247;2169;110v-111;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;248;2170;111r-111v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;249;2171;111v-113v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ49;250;2172;113v;Paris_AN_JJ_inventaire_JJ37-50.xml
